	id	abstract
48	35311082	Lynch syndrome (LS), an autosomal dominant disorder, is characterized by germline pathogenic variants in DNA mismatch repair (MMR) genes like MSH2. EPCAM deletions cause a minority (3%) of LS cases. However, there are only a few reports of LS-associated endometrial cancer (LS-EC) induced by the inactivation of the MSH2 gene due to EPCAM deletions. We present the case of a 45-years old woman diagnosed with endometrial cancer (EC). Definitive surgery revealed meso-differentiated endometrioid adenocarcinoma, stage IA without lymph-vascular space invasion. Four months later, she received radiation therapy (125I radioactive seeds implantation), and platinum-containing regimen combined chemotherapy because of vaginal stump metastasis of EC. After five years, we performed immunohistochemistry (IHC) on pelvic mass because of presacral metastatic lymph node. IHC showed the absence of MSH2 and MSH6 protein expression in the pelvic mass tissue. Peripheral blood was used for genetic testing based on her cancer diagnosis and family history of cancer in close relatives. Genetic testing revealed deletions of exon 8 and 9 in EPCAM and deletions of exon 1 and 8 in MSH2; thus, we diagnosed the presence of LS. The patient underwent interstitial brachytherapy (BT) of the presacral metastatic lymph node. This case highlights that patients with LS-EC who are carriers of combined EPCAM-MSH2 deletion might experience better oncologic outcomes even with early recurrence. 
49	35310927	Despite many advances in diagnosis and therapy (surgery, radiation therapy, chemotherapy), cancer remains one of the most important public health problems worldwide. Every day, the role of exosomes in cancer development and metastasis is being better described. Liquid biopsy was developed for early detection of cancer through minimally invasive and serial examinations of body fluids, with the advantage of tracking tumor progression in real time. Exosomes are extracellular membrane vesicles with a diameter of 30-100 nm, which are secreted by various types of cells and are present in most biological fluids. For a long time, they were considered non-functional cellular components, and today it has already been proven that they are a means of intercellular information exchange. They can move bioactive molecules such as proteins, lipids, RNA and DNA. Several studies have shown that their contents, including proteins and noncoding nucleic acids, may be of particular interest as biomarkers of diseases. The vast majority of gene transcripts are actually characterized as noncoding RNAs (ncRNAs) and are clusters of RNAs that do not encode functional proteins. They can be small, about 20 nucleotides in length, and are known as microRNAs (miRNAs), or transcripts over 200 nucleotides in length, defined as long noncoding RNAs (lncRNAs). LncRNAs are a large group of ncRNAs over 200 nucleotides in length. LncRNAs, as regulatory factors, play an important role in complex cellular processes such as apoptosis, growth, differentiation, proliferation, etc. Recently, the results of many studies have also shown their essential role in carcinogenesis. Endogenous lncRNAs can be secreted by tumor cells into human biological fluids in the form of microvesicles, exosomes, or protein complexes, thereby forming circulating lncRNAs that are not degraded by RNA and are in a stable state. Aberrant expression of lncRNAs has been observed in cancer patients. In this context, endogenous lncRNAs can regulate the basic characteristics of cancer cells by controlling the expression of oncogenes associated with their suppressive and oncogenic functions. Therefore, circulating lncRNAs can be excellent biomarkers in cancer as well. This paper provides an overview of current research on the functional role of lncRNAs in cancer and their potential clinical applications as diagnostic biomarkers and therapeutic targets for cancer. 
50	35310909	The rate of ovarian cancer (OC) is one of the highest in women's reproductive systems. An improperly expressed microRNA (miRNA) has been discovered to have a vital role in the pathophysiology of OC. However, more research into OC's miRNA-message RNA (mRNA) gene interaction network is required. Firstly, the microarray data sets GSE25405 and GSE119055 from the GEO (Gene Expression Omnibus) database were downloaded and then analyzed with the GEO2R tool aiming at identifying DEMs (differential expressed miRNAs) between ovarian malignant tissue and ovarian normal tissue. The whole consistently changed miRNAs were then screened out to be candidate DEMs. For estimating underlying upstream transcription factors, FunRich was employed. miRNet was utilized to determine putative DEMs' downstream target genes. The R program was then used to do the GO annotation as well as the analysis of KEGG pathway enrichment for target genes. The PPI (protein-protein interaction), as well as the DEM-hub gene networks, were created by the Cytoscape software and STRING database. Finally, we chose the GSE74448 dataset to test the precision of hub gene expressions. We have screened out six (five upregulated and one downregulated) DEMs. The majority of upregulated and downregulated DEMs are likely regulated by SP1 (specificity protein 1). SP4 (s protein 4), POU2F1 (POU class 2 homeobox 1), MEF2A (myocyte-specific enhancer factor 2A), ARID3A (AT-rich interaction domain 3A), and EGR1 (early growth response 1) can regulate upregulated and downregulated DEMs. We have found 807 target genes (656 upregulated and 151 downregulated DEM), being generally enriched in focal adhesion and proteoglycans in cancer, gastric cancer, hepatocellular carcinoma, as well as breast cancer. The majority of hub genes are projected to be controlled by hsa-miR-429, hsa-miR-140-5p, hsa-miR-199a-5p, and hsa-miR-199a-3p after the DEM-hub gene network was built. VEGFA (vascular endothelial growth factor A), EZH2 (enhancer of zeste 2 polycomb repressive complex 2 subunit), and HIF1A (hypoxia inducible factor 1 subunit alpha) expressions are consistent with the GSE74448 dataset in the first 18 hub genes. We have built an underlying miRNA-mRNA interacting network in OC, giving us unparalleled insight into the disease's diagnosis and treatment. 
51	35310885	Parkinson's disease (PD) is the second most common neurodegenerative disease associated with age. Early diagnosis of PD is key to preventing the loss of dopamine neurons. Peripheral-blood biomarkers have shown their value in recent years because of their easy access and long-term monitoring advantages. However, few peripheral-blood biomarkers have proven useful. This study aims to explore potential peripheral-blood biomarkers for the early diagnosis of PD. Three substantia nigra (SN) transcriptome datasets from the Gene Expression Omnibus (GEO) database were divided into a training cohort and a test cohort. We constructed a protein-protein interaction (PPI) network and a weighted gene co-expression network analysis (WGCNA) network, found their overlapping differentially expressed genes and studied them as the key genes. Analysis of the peripheral-blood transcriptome datasets of PD patients from GEO showed that three key genes were upregulated in PD over healthy participants. Analysis of the relationship between their expression and survival and analysis of their brain expression suggested that these key genes could become biomarkers. Then, animal models were studied to validate the expression of the key genes, and only SSR1 (the signal sequence receptor subunit1) was significantly upregulated in both animal models in peripheral blood. Correlation analysis and logistic regression analysis were used to analyze the correlation between brain dopaminergic neurons and SSR1 expression, and it was found that SSR1 expression was negatively correlated with dopaminergic neuron survival. The upregulation of SSR1 expression in peripheral blood was also found to precede the abnormal behavior of animals. In addition, the application of artificial intelligence technology further showed the value of SSR1 in clinical PD prediction. The three classifiers all showed that SSR1 had high predictability for PD. The classifier with the best prediction accuracy was selected through AUC and MCC to construct a prediction model. In short, this research not only provides potential biomarkers for the early diagnosis of PD but also establishes a possible artificial intelligence model for predicting PD. 
52	35310884	Mesial temporal lobe epilepsy (mTLE) is a chronic disease characterized by recurrent seizures that originate in the temporal lobes of the brain. Anti-epileptic drugs (AEDs) are the standard treatment for managing seizures in mTLE patients, but are frequently ineffective. Resective surgery is an option for some patients, but does not guarantee a postoperative seizure-free period. Therefore, further insight is needed into the pathogenesis of mTLE to enable the design of new therapeutic strategies. Circular RNAs (circRNAs) have been identified as important regulators of neuronal function and have been implicated in epilepsy. However, the mechanisms through which circRNAs contribute to epileptogenesis remain unknown. Here, we determine the circRNA transcriptome of the hippocampus and cortex of mTLE patients by using RNA-seq. We report 333 differentially expressed (DE) circRNAs between healthy individuals and mTLE patients, of which 23 circRNAs displayed significant adjusted p-values following multiple testing correction. Interestingly, hippocampal expression of circ_Satb1, a circRNA derived from special AT-rich sequence binding protein 1 (SATB1), is decreased in both mTLE patients and in experimental epilepsy. Our work shows that circ_Satb1 displays dynamic patterns of neuronal expression in vitro and in vivo. Further, circ_Satb1-specific knockdown using CRISPR/CasRx approaches in hippocampal cultures leads to defects in dendritic spine morphology, a cellular hallmark of mTLE. Overall, our results identify a novel epilepsy-associated circRNA with disease-specific expression and previously unidentified cellular effects that are relevant for epileptogenesis. 
53	35310830	Spinocerebellar ataxias consist of a highly heterogeneous group of inherited movement disorders clinically characterized by progressive cerebellar ataxia variably associated with additional distinctive clinical signs. The genetic heterogeneity is evidenced by the myriad of associated genes and underlying genetic defects identified. In this study, we describe a new spinocerebellar ataxia subtype in nine members of a Spanish five-generation family from Menorca with affected individuals variably presenting with ataxia, nystagmus, dysarthria, polyneuropathy, pyramidal signs, cerebellar atrophy and distinctive cerebral demyelination. Affected individuals presented with horizontal and vertical gaze-evoked nystagmus and hyperreflexia as initial clinical signs, and a variable age of onset ranging from 12 to 60 years. Neurophysiological studies showed moderate axonal sensory polyneuropathy with altered sympathetic skin response predominantly in the lower limbs. We identified the c.1877C > T (p.Ser626Leu) pathogenic variant within the SAMD9L gene as the disease causative genetic defect with a significant log-odds score (Z max = 3.43; θ = 0.00; P < 3.53 × 10-5). We demonstrate the mitochondrial location of human SAMD9L protein, and its decreased levels in patients' fibroblasts in addition to mitochondrial perturbations. Furthermore, mutant SAMD9L in zebrafish impaired mobility and vestibular/sensory functions. This study describes a novel spinocerebellar ataxia subtype caused by SAMD9L mutation, SCA49, which triggers mitochondrial alterations pointing to a role of SAMD9L in neurological motor and sensory functions. 
54	35310670	Plants balance water availability with gas exchange and photosynthesis by controlling stomatal aperture. This control is regulated in part by the circadian clock, but it remains unclear how signalling pathways of daily rhythms are integrated into stress responses. The serine/threonine protein kinase OPEN STOMATA 1 (OST1) contributes to the regulation of stomatal closure via activation of S-type anion channels. OST1 also mediates gene regulation in response to ABA/drought stress. We show that ZEITLUPE (ZTL), a blue light photoreceptor and clock component, also regulates ABA-induced stomatal closure in Arabidopsis thaliana, establishing a link between clock and ABA-signalling pathways. ZTL sustains expression of OST1 and ABA-signalling genes. Stomatal closure in response to ABA is reduced in ztl mutants, which maintain wider stomatal apertures and show higher rates of gas exchange and water loss than wild-type plants. Detached rosette leaf assays revealed a stronger water loss phenotype in ztl-3, ost1-3 double mutants, indicating that ZTL and OST1 contributed synergistically to the control of stomatal aperture. Experimental studies of Populus sp., revealed that ZTL regulated the circadian clock and stomata, indicating ZTL function was similar in these trees and Arabidopsis. PSEUDO-RESPONSE REGULATOR 5 (PRR5), a known target of ZTL, affects ABA-induced responses, including stomatal regulation. Like ZTL, PRR5 interacted physically with OST1 and contributed to the integration of ABA responses with circadian clock signalling. This suggests a novel mechanism whereby the PRR proteins-which are expressed from dawn to dusk-interact with OST1 to mediate ABA-dependent plant responses to reduce water loss in time of stress. 
55	35310642	Fraxinus velutina Torr with high salt tolerance has been widely grown in saline lands in the Yellow River Delta, China. However, the salt-tolerant mechanisms of F. velutina remain largely elusive. Here, we identified two contrasting cutting clones of F. velutina, R7 (salt-tolerant), and S4 (salt-sensitive) by measuring chlorophyll fluorescence characteristics (Fv/Fm ratio) in the excised leaves and physiological indexes in roots or leaves under salt treatment. To further explore the salt resistance mechanisms, we compared the transcriptomes of R7 and S4 from leaf and root tissues exposed to salt stress. The results showed that when the excised leaves of S4 and R7 were, respectively, exposed to 250 mM NaCl for 48 h, Fv/Fm ratio decreased significantly in S4 compared with R7, confirming that R7 is more tolerant to salt stress. Comparative transcriptome analysis showed that salt stress induced the significant upregulation of stress-responsive genes in R7, making important contributions to the high salt tolerance. Specifically, in the R7 leaves, salt stress markedly upregulated key genes involved in plant hormone signaling and mitogen-activated protein kinase signaling pathways; in the R7 roots, salt stress induced the upregulation of main genes involved in proline biosynthesis and starch and sucrose metabolism. In addition, 12 genes encoding antioxidant enzyme peroxidase were all significantly upregulated in both leaves and roots. Collectively, our findings revealed the crucial defense pathways underlying high salt tolerance of R7 through significant upregulation of some key genes involving metabolism and hub signaling pathways, thus providing novel insights into salt-tolerant F. velutina breeding. 
56	35310482	The intrinsically disordered C-terminal domain (CTD) of protein 4.1G is able to specifically bind a 26-residue intrinsically disordered region of NuMA, forming a dynamic fuzzy complex. As one of a few cases of extremely fuzzy interactions between two intrinsically disordered proteins/regions (IDPs/IDRs) without induced folding, the principle of the binding is unknown. Here, we combined experimental and computational methods to explore the detailed mechanism of the interaction between 4.1G-CTD and NuMA. MD simulations suggest that the kinetic hub states in the structure ensemble of 4.1G-CTD are favorable in the fuzzy complex. The feature of these hub states is that the binding 'hot spot' motifs βA and βB exhibit β strand propensities and are well packed to each other. The binding between 4.1G-CTD and NuMA is disrupted at low pH, which changes the intramolecular packing of 4.1G-CTD and weakens the packing between βA and βB motifs. Low pH conditions also lead to increased hydrodynamic radius and acceleration of backbone dynamics of 4.1G-CTD. All these results underscore the importance of tertiary structural arrangements and overall compactness of 4.1G-CTD in its binding to NuMA, i.e. the compact disordered state of 4.1G-CTD is crucial for binding. Different from the short linear motifs (SLiMs) that are often found to mediate IDP interactions, 4.1G-CTD functions as an intrinsically disordered domain (IDD), which is a functional and structural unit similar to conventional protein domains. This work sheds light on the molecular recognition mechanism of IDPs/IDRs and expands the conventional structure-function paradigm in protein biochemistry. 
57	35310387	The effective osteointegration of orthopedic implants is a key factor for the success of orthopedic surgery. However, local metabolic imbalance around implants under osteoporosis condition could jeopardize the fixation effect. Inspired by the bone structure and the composition around implants under osteoporosis condition, alendronate (A) was grafted onto methacryloyl hyaluronic acid (H) by activating the carboxyl group of methacryloyl hyaluronic acid to be bonded to inorganic calcium phosphate on trabecular bone, which is then integrated with aminated bioactive glass (AB) modified by oxidized dextran (O) for further adhesion to organic collagen on the trabecular bone. The hybrid hydrogel could be solidified on cancellous bone in situ under UV irradiation and exhibits dual adhesion to organic collagen and inorganic apatite, promoting osteointegration of orthopedic implants, resulting in firm stabilization of the implants in cancellous bone areas. In vitro, the hydrogel was evidenced to promote osteogenic differentiation of embryonic mouse osteoblast precursor cells (MC3T3-E1) as well as inhibit the receptor activator of nuclear factor-κ B ligand (RANKL)-induced osteoclast differentiation of macrophages, leading to the upregulation of osteogenic-related gene and protein expression. In a rat osteoporosis model, the bone-implant contact (BIC) of the hybrid hydrogel group increased by 2.77, which is directly linked to improved mechanical stability of the orthopedic implants. Overall, this organic-inorganic, dual-adhesive hydrogel could be a promising candidate for enhancing the stability of orthopedic implants under osteoporotic conditions. 
58	35310092	Friedreich's ataxia (FRDA) is the most prevalent autosomic recessive ataxia and is associated with a severe cardiac hypertrophy and less frequently diabetes. It is caused by mutations in the gene encoding frataxin (FXN), a small mitochondrial protein. The primary consequence is a defective expression of FXN, with basal protein levels decreased by 70-98%, which foremost affects the cerebellum, dorsal root ganglia, heart and liver. FXN is a mitochondrial protein involved in iron metabolism but its exact function has remained elusive and highly debated since its discovery. At the cellular level, FRDA is characterized by a general deficit in the biosynthesis of iron-sulfur (Fe-S) clusters and heme, iron accumulation and deposition in mitochondria, and sensitivity to oxidative stress. Based on these phenotypes and the proposed ability of FXN to bind iron, a role as an iron storage protein providing iron for Fe-S cluster and heme biosynthesis was initially proposed. However, this model was challenged by several other studies and it is now widely accepted that FXN functions primarily in Fe-S cluster biosynthesis, with iron accumulation, heme deficiency and oxidative stress sensitivity appearing later on as secondary defects. Nonetheless, the biochemical function of FXN in Fe-S cluster biosynthesis is still debated. Several roles have been proposed for FXN: iron chaperone, gate-keeper of detrimental Fe-S cluster biosynthesis, sulfide production stimulator and sulfur transfer accelerator. A picture is now emerging which points toward a unique function of FXN as an accelerator of a key step of sulfur transfer between two components of the Fe-S cluster biosynthetic complex. These findings should foster the development of new strategies for the treatment of FRDA. We will review here the latest discoveries on the biochemical function of frataxin and the implication for a potential therapeutic treatment of FRDA. 
59	35310075	Quantifying differences in the amount of protein and mRNA caused by missense mutations in a gene of interest can be challenging, especially when using patient-derived primary cells, which are intrinsically variable. In this protocol, we describe how to culture patient-derived lymphoblast and fibroblast cell lines for later mRNA and protein quantification. We also describe the steps to examine variants of PUM1 in HEK293T cells, but the protocol can be applied to other proteins of interest. For complete details on the use and execution of this protocol, please refer to Gennarino et al. (2018). 
60	35310043	To investigate changes in extracellular matrix (ECM) gene expression in human trabecular meshwork (HTM) cells in response to mechanical fluid flow stimulation. HTM cells were grown on a glass plate coated with 0.02% type I collagen (COL) and exposed to shear stress (0, 0.2, 1.0 dyne/cm2) for 12h. Changes in genes related to the ECM were evaluated by real-time reverse transcriptase-polymerase chain reaction. Phosphorylation of Smad2 protein was investigated by Western blotting. After mechanical stimulation, COL type 4 alpha 2, COL type 6 alpha 1, and fibronectin-1 mRNA were significantly higher than the static control (P<0.05, <0.05, and <0.01, respectively). The metalloproteinase-2 and plasminogen activator inhibitor-1 mRNA were significantly higher than the static control (P<0.05 and <0.01, respectively), while the differences in the tissue inhibitors of metalloproteinases-2 mRNA were not significant. The phosphorylation of Smad2 levels was significantly higher compared to the static control cells. Changes in the expressions of genes associated ECM metabolism result in HTM cells after mechanical stimulation. The mechanical stimulation of the aqueous humor to the trabecular meshwork may promote ECM turnover and contribute to intraocular pressure homeostasis. 
61	35310026	In recent years, many traditional Chinese medicine injections based on Panax notoginseng saponin (PNS) have been reported to cause anaphylaxis. Previous studies on the anaphylactic saponins of PNS and their mechanism are inadequate. In this study, potential anaphylactic saponins were obtained by the separation of PNS and preparation of each individual component through comprehensive techniques, such as liquid chromatography, preparative chromatography, HPLC, NMR, and MS. The anaphylactic abilities of these saponins were tested using RBL-2H3 cells via a β-hexosaminidase release rate test. The results for the mechanism of anaphylaxis were obtained by a proteomic analysis using RBL-2H3 cells. The results indicate that, among all the saponins prepared, gypenoside LXXV and notoginsenoside T5 showed strong anaphylactic abilities and notoginsenoside ST-4 and ginsenoside Rk3 showed weak anaphylactic abilities. These 4 saponins can induce anaphylaxis via direct stimulation of effector cells. The gene oncology enrichment analysis results showed that, among these saponins, only gypenoside LXXV was related to organelles of the endoplasmic reticulum and Golgi apparatus and biological processes in response to organic cyclic compounds. Four proteins in RBL-2H3 cells with the accession numbers A0A0G2JWQ0, D3ZL85, D4A5G8, and Q8K3F0 were identified as crucial proteins in the anaphylactic process. This research will help traditional Chinese medicine injection manufacturers strengthen their quality control and ensure the safety of anaphylactic saponins. 
62	35310024	Endometrial injury is a common female disease. This study was designed to illustrate the effects of oxycodone on mifepristone-induced human endometrial stromal cells (hEndoSCs) injury and delineate the underlying molecular mechanism. hEndoSCs were stimulated with mifepristone to generate the endometrial injury in vitro model. hEndoSCs viability, cytotoxicity, and apoptosis were measured by methyl thiazolyl tetrazolium (MTT) assay, lactate dehydrogenase assay (LDH), and flow cytometry (FCM) analysis, respectively. Meanwhile, quantitative reverse transcription polymerase chain reaction (RT-qPCR) and Western blot assay were conducted to evaluate gene and protein expressions. The secretions of inflammatory cytokines (TNF-α, IL-1β, and IL-6) were measured using enzyme-linked immunosorbent assay (ELISA). The data revealed that mifepristone exposure memorably inhibited hEndoSCs viability and promoted cell apoptosis and inflammatory cytokines secretion, and oxycodone had no cytotoxicity on hEndoSCs. Oxycodone increased hEndoSCs growth, blocked cell apoptosis, enhanced Bcl-2 expression, reduced Bax levels, and decreased the secretion of inflammatory cytokines in mifepristone-induced hEndoSCs, exhibiting the protective effects in endometrial injury. In addition, the TLR4/NF-κB pathway-related protein levels (TLR4 and p-p65) in mifepristone-treated hEndoSCs were enhanced, while these enhancements were inhibited by oxycodone treatment. In conclusion, oxycodone exhibited the protective role in mifepristone-triggered endometrial injury via inhibiting the TLR4/NF-κB signal pathway. 
63	35309990	In 2019, the novel highly infectious severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) outbreak rapidly led to a global pandemic with more than 346 million confirmed cases worldwide, resulting in 5.5 million associated deaths (January 2022). Entry of all SARS-CoV-2 variants is mediated by the cellular angisin-converting enzyme 2 (ACE2). The virus abundantly replicates in the epithelia of the upper respiratory tract. Beyond vaccines for immunization, there is an imminent need for novel treatment options in COVID-19 patients. So far, only a few drugs have found their way into the clinics, often with modest success. Specific gene silencing based on small interfering RNA (siRNA) has emerged as a promising strategy for therapeutic intervention, preventing/limiting SARS-CoV-2 entry into host cells or interfering with viral replication. Here, we pursued both strategies. We designed and screened nine siRNAs (siA1-9) targeting the viral entry receptor ACE2. SiA1, (siRNA against exon1 of ACE2 mRNA) was most efficient, with up to 90% knockdown of the ACE2 mRNA and protein for at least six days. In vitro, siA1 application was found to protect Vero E6 and Huh-7 cells from infection with SARS-CoV-2 with an up to ∼92% reduction of the viral burden indicating that the treatment targets both the endosomal and the viral entry at the cytoplasmic membrane. Since the RNA-encoded genome makes SARS-CoV-2 vulnerable to RNA interference (RNAi), we designed and analysed eight siRNAs (siV1-8) directly targeting the Orf1a/b region of the SARS-CoV-2 RNA genome, encoding for non-structural proteins (nsp). As a significant hallmark of this study, we identified siV1 (siRNA against leader protein of SARS-CoV-2), which targets the nsp1-encoding sequence (a.k.a. 'host shutoff factor') as particularly efficient. SiV1 inhibited SARS-CoV-2 replication in Vero E6 or Huh-7 cells by more than 99% or 97%, respectively. It neither led to toxic effects nor induced type I or III interferon production. Of note, sequence analyses revealed the target sequence of siV1 to be highly conserved in SARS-CoV-2 variants. Thus, our results identify the direct targeting of the viral RNA genome (ORF1a/b) by siRNAs as highly efficient and introduce siV1 as a particularly promising drug candidate for therapeutic intervention. 
64	35309948	Background: Ferroptosis is a new form of cell death recently discovered that is distinct from apoptosis, necrosis and autophagy. This article is expected to provide a new direction for the treatment of cardiomyopathy in the future by screening potential drug targets associated with ferroptosis. Methods: Differential expression analysis of GSE5406 from the Gene Expression Omnibus (GEO) database was performed using the GEO2R tool. Functional annotation of ferroptosis related genes was also performed. Then we constructed protein-protein interaction networks and identified hub genes using Cytoscape. The candidates for pharmacological compounds targeting the hub genes were screened by cMap. Results: Totally 15 ferroptosis related genes (4 upregulated and 11 downregulated) for ischemic cardiomyopathy and 17 ferroptosis related genes (13 upregulated and 4 downregulated) for idiopathic cardiomyopathy were found. The biological processes involved in these genes mainly include negative regulation of apoptotic process, flavonoid metabolic process, response to drug for ischemic cardiomyopathy and cellular response to fibroblast growth factor stimulus, negative regulation of apoptotic process, and response to drug for idiopathic cardiomyopathy. KEGG results showed that these genes were mainly involved in MAPK signaling pathway for ischemic cardiomyopathy and PI3K-Akt signaling pathway for idiopathic cardiomyopathy. We generated a co-expression network for hub genes and obtained top 10 medications suggested respectively for ischemic/idiopathic cardiomyopathy. Conclusion: Our study reveals the potential role of ferroptosis related genes in ischemic and idiopathic cardiomyopathy through bioinformatics analysis. The hub genes and potential drugs may become novel biomarkers for prognosis and precision treatment in the future. 
65	35309935	Background: EFNA1-5 have important physiological functions in regulating tumorigenesis and metastasis. However, correlating EFNA genes in the tumor immune microenvironment (TIME), and the prognosis of patients with gastric cancer remains to be determined. Methods: Using public databases, the expression of EFNA1-5 in pan-cancer and gastric cancer was comprehensively analyzed using UCSC Xena, the Oncomine dataset and UALCAN. We further completed survival analysis by Kaplan-Meier plotter to evaluate the prognosis of the high and low expression groups of the EFNAs gene in patients with gastric cancer. The TIMER tool was used to reveal the correlation between immune cell infiltration and genes of interest. Spearman correlation was used to find an association between the EFNA genes and tumor stem cells, TIME, microsatellite instability (MSI) or tumor mutational burden (TMB). We also used cBioportal, GeneMANIA and STRINGS to explore the types of changes in these genes and the protein interactions. Finally, we described the TIME based on QUANTISEQ algorithm, predicted the relationship between the EFNA genes and half-maximal inhibitory concentration (IC50), and analyzed the relationship between the EFNA family genes and immune checkpoints. Results: The expression of EFNA1, EFNA3, EFNA4, and EFNA5 was elevated in pan-cancer. Compared with normal adjacent tissues, EFNA1, EFNA3, and EFNA4 were up-regulated in gastric cancer. In terms of the influence on the survival of patients, the expression of EFNA3 and EFNA4 were related to overall survival (OS) and disease-free survival (DFS) for patients with gastric cancer. High expression of EFNA5 often predicted poor OS and DFS. In gastric cancer, the expression of EFNA3 and EFNA4 showed a significant negative correlation with B cells. The higher the expression of EFNA5, the higher the abundance of B cells, CD4+T cells and macrophages. CD8+T cells, dendritic cells infiltration and EFNA1-4 expression were negatively correlated. The infiltration of CD4+T cells, macrophages and neutrophils was negatively correlated with the expression of EFNA1, EFNA3, and EFNA4. TMB and MSI were positively correlated with EFNA3/EFNA4 expression. In the tumor microenvironment and drug sensitivity, EFNA3/4/5 also showed a significant correlation. In addition, we explored the relationship between the EFNA family genes and the immune microenvironment (B cells, M2 macrophages, monocytes, CD8+ T cells, regulatory T cells, myeloid dendritic cells, natural killer cells, non-regulatory CD4+ T cells), immune checkpoint (PDCD1, PDCD1LG2, CD274, CTLA4), and IC50 of common chemotherapeutic drugs for gastric cancer (5-fluorouracil, cisplatin, docetaxel and gemcitabine). Conclusions: Our study provides new ideas for tumor treatment and prognosis from the perspective of TIME, and nominates EFNA1-5 to become potential therapeutic targets for gastric cancer. 
66	35309930	LGMDR1 is caused by mutations in the CAPN3 gene that encodes calpain 3 (CAPN3), a non-lysosomal cysteine protease necessary for proper muscle function. Our previous findings show that CAPN3 deficiency leads to reduced SERCA levels through increased protein degradation. This work investigates the potential contribution of the ubiquitin-proteasome pathway to increased SERCA degradation in LGMDR1. Consistent with our previous results, we observed that CAPN3-deficient human myotubes exhibit reduced SERCA protein levels and high cytosolic calcium concentration. Treatment with the proteasome inhibitor bortezomib (Velcade) increased SERCA2 protein levels and normalized intracellular calcium levels in CAPN3-deficient myotubes. Moreover, bortezomib was able to recover mutated CAPN3 protein in a patient carrying R289W and R546L missense mutations. We found that CAPN3 knockout mice (C3KO) presented SERCA deficits in skeletal muscle in the early stages of the disease, prior to the manifestation of muscle deficits. However, treatment with bortezomib (0.8 mg/kg every 72 h) for 3 weeks did not rescue SERCA levels. No change in muscle proteasome activity was observed in bortezomib-treated animals, suggesting that higher bortezomib doses are needed to rescue SERCA levels in this model. Overall, our results lay the foundation for exploring inhibition of the ubiquitin-proteasome as a new therapeutic target to treat LGMDR1 patients. Moreover, patients carrying missense mutations in CAPN3 and presumably other genes may benefit from proteasome inhibition by rescuing mutant protein levels. Further studies in suitable models will be necessary to demonstrate the therapeutic efficacy of proteasome inhibition for different missense mutations. 
67	35309917	Macroautophagy and the ubiquitin proteasome system work as an interconnected network in the maintenance of cellular homeostasis. Indeed, efficient activation of macroautophagy upon nutritional deprivation is sustained by degradation of preexisting proteins by the proteasome. However, the specific substrates that are degraded by the proteasome in order to activate macroautophagy are currently unknown. By quantitative proteomic analysis we identified several proteins downregulated in response to starvation independently of ATG5 expression. Among them, the most significant was HERPUD1, an ER membrane protein with low expression and known to be degraded by the proteasome under normal conditions. Contrary, under ER stress, levels of HERPUD1 increased rapidly due to a blockage in its proteasomal degradation. Thus, we explored whether HERPUD1 stability could work as a negative regulator of autophagy. In this work, we expressed a version of HERPUD1 with its ubiquitin-like domain (UBL) deleted, which is known to be crucial for its proteasome degradation. In comparison to HERPUD1-WT, we found the UBL-deleted version caused a negative role on basal and induced macroautophagy. Unexpectedly, we found stabilized HERPUD1 promotes ER remodeling independent of unfolded protein response activation observing an increase in stacked-tubular structures resembling previously described tubular ER rearrangements. Importantly, a phosphomimetic S59D mutation within the UBL mimics the phenotype observed with the UBL-deleted version including an increase in HERPUD1 stability and ER remodeling together with a negative role on autophagy. Moreover, we found UBL-deleted version and HERPUD1-S59D trigger an increase in cellular size, whereas HERPUD1-S59D also causes an increased in nuclear size. Interestingly, ER remodeling by the deletion of the UBL and the phosphomimetic S59D version led to an increase in the number and function of lysosomes. In addition, the UBL-deleted version and phosphomimetic S59D version established a tight ER-lysosomal network with the presence of extended patches of ER-lysosomal membrane-contact sites condition that reveals an increase of cell survival under stress conditions. Altogether, we propose stabilized HERPUD1 downregulates macroautophagy favoring instead a closed interplay between the ER and lysosomes with consequences in drug-cell stress survival. 
